uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
52942760E,ACRA,Q-DEES WORLDWIDE EDUSYSTEMS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-04-25,2001-04-25,LOCAL,68,CHULIA STREET,31,03,na,049513,na,na,na,na,46900,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52942929B,ACRA,QUIPS CONCEPT,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2001-04-27,2001-04-27,LOCAL,43C,HONGKONG STREET,na,na,na,059682,na,na,na,na,41009,na,na,82304,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52942978X,ACRA,QR SUPPLIES & SVS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-04-28,2001-04-28,LOCAL,131,JURONG GATEWAY ROAD,03,243,na,600131,na,na,na,na,96099,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52943130X,ACRA,QI-XING FORTUNE TELLER,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-05-02,2001-05-02,LOCAL,61,KAKI BUKIT AVENUE 1,02,14,SHUN LI INDUSTRIAL PARK,417943,na,na,na,na,96093,na,na,96024,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52943279W,ACRA,Q DISCO,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2001-05-03,2001-05-03,LOCAL,11,MOHAMED SULTAN ROAD,na,na,na,239010,na,na,na,na,93203,na,na,26400,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52943380W,ACRA,QUICKLINK SCAFFOLDING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2001-05-04,2001-05-04,LOCAL,131,JURONG EAST STREET 13,na,na,na,900731,na,na,na,na,96099,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52943744M,ACRA,Q & P MANAGEMENT CONSULTANTS,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2001-05-11,2001-05-11,LOCAL,298,BEACH ROAD,29,03,na,199555,na,na,na,na,46512,SOFTWARE CONSULTANCY,na,na,SOFTWARE CONSULTANCY,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52944023K,ACRA,QUEENBEE NETWORK MARKETING,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2001-05-15,2001-05-15,LOCAL,9,PARRY AVENUE,na,na,na,547268,na,na,na,na,46100,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52944101B,ACRA,QUICKBORN INTERNATIONAL,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-05-16,2001-05-16,LOCAL,28,FERNWOOD TERRACE,02,01,FERNWOOD TOWERS,458556,na,na,na,na,47109,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52944318W,ACRA,QIAN HUI HAIR & BEAUTY SALON,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Live,2001-05-18,2001-05-18,LOCAL,780,YISHUN RING ROAD,01,3546,KHATIB VALE,760780,na,na,na,na,96021,na,na,96022,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52944319L,ACRA,QIAN HUI TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-05-18,2001-05-18,LOCAL,729,YISHUN STREET 71,01,123,KHATIB SPRING,760729,na,na,na,na,47533,na,na,47749,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52944424X,ACRA,QUINNIE BUBBLE TEA,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-05-25,2001-05-25,LOCAL,160,YISHUN STREET 11,01,208,na,760160,na,na,na,na,56112,SNACKS & BUBBLE TEA,na,na,SNACKS & BUBBLE TEA,na,1,QUINNIE GIFT SHOP,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52944510K,ACRA,QUALITY LIFESTYLE ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-05-22,2001-05-22,LOCAL,5,JALAN MEMBINA,07,01,CENTRAL GREEN CONDOMINIUM,169481,na,na,na,na,47711,na,na,46412,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52944735E,ACRA,QUEK INTERIOR,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-05-25,2001-05-25,LOCAL,1081,EUNOS AVENUE 7,01,158,EUNOS INDUSTRIAL ESTATE,409584,na,na,na,na,43301,na,na,41009,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52944762B,ACRA,QIANDA TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-05-25,2001-05-25,LOCAL,10,ANSON ROAD,15,14,INTERNATIONAL PLAZA,079903,na,na,na,na,46301,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52945094A,ACRA,QUEEN CAFE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-05-30,2001-05-30,LOCAL,60,JALAN PENJARA,na,na,na,149375,na,na,na,na,56112,na,na,56200,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52945147J,ACRA,QUALITY ERAT DEMONSTRADUM CONSULTING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-05-31,2001-05-31,LOCAL,2-F,NALLUR ROAD,na,na,na,456607,na,na,na,na,70201,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52945400M,ACRA,QUAD CENTURY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-06-05,2001-06-05,LOCAL,1,INTERNATIONAL BUSINESS PARK,B1,18A,THE SYNERGY,609917,na,na,na,na,46900,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52945462M,ACRA,QUICK REFRESHMENTS,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2001-06-05,2001-06-05,LOCAL,141,NORTH BRIDGE ROAD,01,04,CAPITOL CENTRE,179099,na,na,na,na,56112,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52945636B,ACRA,QUAN QIU TONG SMARTFONE COMMUNICATIONS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-06-07,2001-06-07,LOCAL,18,KIM CHUAN TERRACE,na,na,na,598383,na,na,na,na,61099,na,na,na,na,na,1,SPORTSLIVE CONSULTANCY,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52945871C,ACRA,QIANG QIANG SEAFOOD RESTAURANT,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-06-11,2001-06-11,LOCAL,256,YISHUN RING ROAD,01,1005,YISHUN SUNSHINE,760256,na,na,na,na,68104,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52945941L,ACRA,QUICK SHOP & EXPRESS MONEY EXCHANGE,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2001-06-12,2001-06-12,LOCAL,249,SOUTH BRIDGE ROAD,na,na,na,058798,na,na,na,na,47102,na,na,66126,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52945997C,ACRA,QIGONG & SPORTS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-06-13,2001-06-13,LOCAL,57,CAIRNHILL ROAD,12,06,ELIZABETH HEIGHTS,229668,na,na,na,na,82999,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52946862W,ACRA,QUEEN FASHION TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2001-06-27,2001-06-27,LOCAL,126,JOO SENG ROAD,04,08,GOLD PINE INDUSTRIAL BUILDING,368355,na,na,na,na,46412,na,na,47711,na,na,1,FANTAZIZE FASHION TRADING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52947068C,ACRA,QIONG YEN TRADING,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2001-06-29,2001-06-29,LOCAL,175A,HAIG ROAD,na,na,na,438777,na,na,na,na,46412,WEARING APPARELS-WHOLESALE,na,47711,WEARING APPARELS-WHOLESALE,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52947104C,ACRA,QUAN TING TRADING & GENERAL CONTRACTOR,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-06-29,2001-06-29,LOCAL,91B,LAVENDER STREET,na,na,na,338719,na,na,na,na,41001,na,na,46900,na,na,1,QUAN TING TRADING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52947200K,ACRA,QOHIMARAN ORIENTAL CARPET GALLERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-07-02,2001-07-02,LOCAL,19,TANGLIN ROAD,01,12,TANGLIN SHOPPING CENTRE,247909,na,na,na,na,47532,na,na,46432,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52947216C,ACRA,QUALS BUSINESS MANAGEMENT CONSULTING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-07-02,2001-07-02,LOCAL,809,FRENCH ROAD,07,152,KITCHENER COMPLEX,200809,na,na,na,na,70201,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52947270L,ACRA,QUICK N CUP,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-07-03,2001-07-03,LOCAL,705,ANG MO KIO AVENUE 8,01,2561,na,560705,na,na,na,na,10302,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52947582X,ACRA,Q S ONLINE MARKETING,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2001-07-06,2001-07-06,LOCAL,86,GEYLANG BAHRU,01,2700,GEYLANG BAHRU INDUSTRIAL ESTATE,339694,na,na,na,na,47610,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52947684C,ACRA,QUIKREC ENGINEERING SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-07-09,2001-07-09,LOCAL,88,JALAN PARI BURONG,na,na,PICARDY GARDEN,488728,na,na,na,na,62021,na,na,47414,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52947786J,ACRA,QING SHUI WAN,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2001-07-10,2001-07-10,LOCAL,10,ANSON ROAD,05,16,INTERNATIONAL PLAZA,079903,na,na,na,na,46212,na,na,na,na,na,2,MARINE BLUE,QI SHUI WAN,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52947956K,ACRA,QSK SOFTWARE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-07-11,2001-07-11,LOCAL,557,UPPER CHANGI ROAD,na,na,na,486987,na,na,na,na,62090,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52948123E,ACRA,QUATER-MASTER'S KITCHEN,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-07-13,2001-07-13,LOCAL,9,LORONG 21A GEYLANG,01,00,UNION FOOD INDUSTRIAL CENTER,388428,na,na,na,na,56200,na,na,10712,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52948441B,ACRA,Q Q CUP,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-07-18,2001-07-18,LOCAL,36,CIRCUIT ROAD,01,420,BALAM GARDENS,370036,na,na,na,na,47219,na,na,46309,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52948498J,ACRA,QUICK-TURN PRECISION ENGINEERING & TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-07-19,2001-07-19,LOCAL,10,ANSON ROAD,16,16,INTERNATIONAL PLAZA,079903,na,na,na,na,28223,na,na,28224,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52948672E,ACRA,QUE QUE ENTERPRISES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-07-21,2001-07-21,LOCAL,121,KAKI BUKIT AVENUE 1,na,na,SHUN LI INDUSTRIAL PARK,415995,na,na,na,na,46900,na,na,56140,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52948700D,ACRA,QING PING CONSTRUCTION,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-07-23,2001-07-23,LOCAL,334,KING GEORGE'S AVENUE,na,na,KING GEORGE'S BUILDING,208571,na,na,na,na,41009,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52948732B,ACRA,QINGLIANG XIATIAN,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-07-23,2001-07-23,LOCAL,4010,ANG MO KIO AVENUE 10,04,09,TECHPLACE 1,569626,na,na,na,na,46309,na,na,46593,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52948750X,ACRA,QUALITY MARK CONSULTANTS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-07-23,2001-07-23,LOCAL,134,JURONG GATEWAY ROAD,04,307K,na,600134,na,na,na,na,82999,TSO 9000 QUALITY MANAGEMENT SYS CONSULT & TRAINING,na,85304,TSO 9000 QUALITY MANAGEMENT SYS CONSULT & TRAINING,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52949208C,ACRA,QIAO XIANG MARKETING SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2001-07-30,2001-07-30,LOCAL,144,LORONG SARINA,na,na,SARINA PARK,416707,na,na,na,na,85501,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52949233D,ACRA,QUICK ENTERPRISE SVS,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-07-31,2001-07-31,LOCAL,209,NEW UPPER CHANGI ROAD,04,631,na,460209,na,na,na,na,47109,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52949305E,ACRA,QINZO CARPENTER WORKSHOP,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-07-31,2001-07-31,LOCAL,14,ARUMUGAM ROAD,03,03C,LTC BUILDING C,409959,na,na,na,na,41009,na,na,31009,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52949601A,ACRA,QUALITY STREET,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-08-03,2001-08-03,LOCAL,124,WEST COAST RISE,na,na,WEST COAST GARDENS,127532,na,na,na,na,82999,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52949898K,ACRA,QUP MARINE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-08-08,2001-08-08,LOCAL,239,TEMBELING ROAD,04,03,KATONG GARDEN,423723,na,na,na,na,30110,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52950108B,ACRA,QUEEN'S PAL AGENCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-08-11,2001-08-11,LOCAL,865,MOUNTBATTEN ROAD,02,26,na,437894,na,na,na,na,96091,na,na,46100,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52950178C,ACRA,QUANTUM ASSETS ADVISORY SERVICES,Sole Proprietorship/ Partnership,Partnership,na,na,Ceased Registration,2001-08-13,2001-08-13,LOCAL,165,TANJONG PAGAR ROAD,03,17,AMARA SINGAPORE,088539,na,na,na,na,70209,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52950223B,ACRA,QOS SOLUTIONS,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2001-08-13,2001-08-13,LOCAL,10,ANSON ROAD,27,18,INTERNATIONAL PLAZA,079903,na,na,na,na,62021,na,na,47412,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52950576B,ACRA,QUAN XIANG TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-08-17,2001-08-17,LOCAL,1,LORONG 3 GEYLANG,01,407,na,388878,na,na,na,na,47219,na,na,96030,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52950641J,ACRA,QQUE TRADING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-08-18,2001-08-18,LOCAL,41,LORONG 105 CHANGI,na,na,na,426525,na,na,na,na,47742,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52950958W,ACRA,QUANTUM STRATEGIES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2001-08-22,2001-08-22,LOCAL,1,NORMANTON PARK,18,153,NORMANTON PARK,118998,na,na,na,na,70201,na,na,85304,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52951096X,ACRA,QUICKLINK MAINTENANCE & CONTRACT SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2001-08-23,2001-08-23,LOCAL,714,WOODLANDS DRIVE 70,08,172,na,730714,na,na,na,na,41009,na,na,47529,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52951173L,ACRA,QUANTUM OMEGA,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-08-24,2001-08-24,LOCAL,583,ORCHARD ROAD,16,01,FORUM,238884,na,na,na,na,62021,na,na,46900,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52951277K,ACRA,QUEENZ ACCESSORIES,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2001-08-27,2001-08-27,LOCAL,170,UPPER BUKIT TIMAH ROAD,04,38,BUKIT TIMAH SHOPPING CENTRE,588179,na,na,na,na,46900,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52951741L,ACRA,QUEST-FOR-SUCCESS TRADING,Sole Proprietorship/ Partnership,Partnership,na,na,Cancelled,2001-09-03,2001-09-03,LOCAL,20,KRAMAT LANE,01,01,UNITED HOUSE,228773,na,na,na,na,47721,na,na,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52951874X,ACRA,QILONG FOOD & BEVERAGES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-09-04,2001-09-04,LOCAL,416,PANDAN GARDENS,01,122,na,600416,na,na,na,na,68104,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52952011K,ACRA,QI BU YANG SHENG JIAN SHEN,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2001-09-05,2001-09-05,LOCAL,9,LORONG 29 GEYLANG,03,02,na,388065,na,na,na,na,82999,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52952180J,ACRA,QUALITECH ASSOCIATE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-09-07,2001-09-07,LOCAL,35,PASIR RIS DRIVE 3,05,08,EASTVALE,519493,na,na,na,na,46541,na,na,71129,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52952928M,ACRA,QEBEX TECHNOLOGIES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-09-18,2001-09-18,LOCAL,30,MARSILING IND ESTATE ROAD 5,05,06B,WIDEFIELD INDUSTRIAL BUILDING,739211,na,na,na,na,62021,na,na,62011,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52953096A,ACRA,QUICK CUP BUBBLE TEA,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-09-20,2001-09-20,LOCAL,477,TAMPINES STREET 43,01,190,na,520422,na,na,na,na,56112,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52953411L,ACRA,QIANG SHENG RENOVATION SERVICE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),2001-09-25,2001-09-25,LOCAL,1,YISHUN STREET 23,05,48,YS-ONE,768441,na,na,na,na,43301,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52953414B,ACRA,QUAD EQUIPMENT & SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled (Non-Renewal),2001-09-25,2001-09-25,LOCAL,48,THOMSON HEIGHTS,na,na,HAPPY ESTATE,574863,na,na,na,na,46593,na,na,96099,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52953693E,ACRA,QIAO SIANG STEEL STRUCTURE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-09-28,2001-09-28,LOCAL,4,KRANJI LOOP,01,15,na,739540,na,na,na,na,77291,na,na,96099,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52954013D,ACRA,QI'AN FENG SHUI AND CONSULTANCY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-10-03,2001-10-03,LOCAL,641,ANG MO KIO AVENUE 4,01,46,ANG MO KIO 61,560641,na,na,na,na,96093,na,na,47742,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52954122W,ACRA,QUANTUM HYGIENE,Sole Proprietorship/ Partnership,Partnership,na,na,Terminated,2001-10-05,2001-10-05,LOCAL,5047,ANG MO KIO INDUSTRIAL PARK 2,01,595,ANG MO KIO INDUSTRIAL PARK 2,569550,na,na,na,na,46649,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52954188B,ACRA,QUALITY TOWEL SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-10-05,2001-10-05,LOCAL,51,KAMPONG BUGIS,04,03D,KALLANG RIVERSIDE,338986,na,na,na,na,46411,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52954345A,ACRA,QUALITY PERFECT ASSURANCE ENGINEERING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-10-09,2001-10-09,LOCAL,61,KAKI BUKIT INDUSTRIAL TERRACE,na,na,na,416141,na,na,na,na,41009,na,na,na,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52954348J,ACRA,QCH ENTERPRISE,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-10-09,2001-10-09,LOCAL,10,ANSON ROAD,30,07,INTERNATIONAL PLAZA,079903,na,na,na,na,10719,TRANSPORTATION & DELIVERY OF GOODS,na,na,TRANSPORTATION & DELIVERY OF GOODS,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52954359A,ACRA,Q-MBDD ENGINEERING SERVICES,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Terminated,2001-10-09,2001-10-09,LOCAL,10,ANSON ROAD,30,07,INTERNATIONAL PLAZA,079903,na,na,na,na,62021,na,na,62011,na,na,1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52954425C,ACRA,QUEST-ALLIANCE MARKETING,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Cancelled,2001-10-10,2001-10-10,LOCAL,20,KRAMAT LANE,01,01,UNITED HOUSE,228773,na,na,na,na,47721,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
52954489W,ACRA,QIANYUE MACHINERY,Sole Proprietorship/ Partnership,Sole-Proprietor,na,na,Ceased Registration,2001-10-10,2001-10-10,LOCAL,50,BUKIT BATOK STREET 31,16,06,THE MADEIRA,659442,na,na,na,na,46541,na,na,na,na,na,1,QIANYUE PROPERTY,NICE ROOFTOP PROPERTY,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
