uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
197901506Z,ACRA,QINGSONG EMBROIDERY (PTE) LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1979-05-28,1979-05-28,LOCAL,1004,TOA PAYOH NORTH,05,06,na,318995,na,na,2015-11-05,2015-08-04,13929,na,na,na,na,na,20,ISKANDAR,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
196500228G,ACRA,QUEK BROTHERS (PRIVATE) LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1965-10-04,1965-10-04,LOCAL,61,TIONG BAHRU ROAD,na,na,TIONG BAHRU ESTATE,168719,na,na,1997-10-31,1997-06-02,95301,na,na,na,na,na,23,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
196600190W,ACRA,QUEENSTOWN HOLDINGS PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1966-06-14,1966-06-14,LOCAL,257B,ALEXANDRA ROAD,na,na,na,0315,na,na,1983-01-31,1982-01-12,64201,HOLDING COMPANIES,na,na,HOLDING COMPANIES,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
196800557H,ACRA,QUEEN'S HOTEL (PRIVATE) LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Compulsory Winding Up (Insolvency),1968-11-21,1968-11-21,LOCAL,24,MOUNT ELIZABETH,na,na,VIBE HOTEL SINGAPORE ORCHARD,228518,na,na,na,na,55101,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
196900208R,ACRA,QUEK ENTERPRISES PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1969-04-14,1969-04-14,LOCAL,43,TOH TUCK WALK,na,na,GOLDEN RISE ESTATE,596619,na,na,2016-10-31,2015-08-12,46900,na,na,46100,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
196900337W,ACRA,QASCO AIR SURVEYS PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1969-06-09,1969-06-09,LOCAL,na,COLLYER QUAY,5,na,na,0104,na,na,na,na,96099,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197000099E,ACRA,QUILL INTERNATIONAL (PRIVATE) LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1970-02-17,1970-02-17,LOCAL,1126B,SERANGOON ROAD,na,na,na,1232,na,na,na,na,96099,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197100665N,ACRA,QAI QAI FOOD INDUSTRIES PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1971-07-01,1971-07-01,LOCAL,101,UPPER CROSS STREET,05,14,PEOPLE'S PARK CENTRE,058357,na,na,1991-12-28,1990-08-27,46304,na,na,46307,na,na,12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197101065D,ACRA,QUALITA CORPORATION (PRIVATE) LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1971-09-29,1971-09-29,LOCAL,6001,BEACH ROAD,18,01,GOLDEN MILE TOWER,199589,na,na,1995-06-17,1994-02-17,46900,na,na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197200063H,ACRA,QUEEN'S SHOE MANUFACTURING COM PANY PRIVATE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1972-01-21,1972-01-21,LOCAL,238B,AIRPORT ROAD,na,na,na,1953,na,na,1979-09-10,1978-05-10,15200,WHOLES PERSONAL EFFECTS NEC,na,46429,WHOLES PERSONAL EFFECTS NEC,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197300002E,ACRA,Q'S ORGANISATION PTE. LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1973-01-02,1973-01-02,LOCAL,75,TRAS STREET,1,na,na,079014,na,na,na,na,96099,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197300333W,ACRA,QUEK TEO HOE PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Compulsory Winding Up (Insolvency),1973-02-27,1973-02-27,LOCAL,#7-,FINLAYSON GREEN,na,na,na,0104,na,na,na,na,46900,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197301389D,ACRA,QUALQUEST PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1973-07-23,1973-07-23,LOCAL,111,NORTH BRIDGE ROAD,12,01,PENINSULA PLAZA,179098,na,na,1990-01-31,1988-12-31,66191,na,na,na,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197301659H,ACRA,QUINTRA PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Compulsory Winding Up (Insolvency),1973-09-03,1973-09-03,LOCAL,82C,ROBINSON ROAD,na,na,na,0106,na,na,na,na,81211,BUSINESS SERVICES NEC,na,na,BUSINESS SERVICES NEC,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197301768E,ACRA,QUICK-FILL PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1973-09-20,1973-09-20,LOCAL,22-25,SHENTON WAY,22,na,na,0106,na,na,na,na,96099,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197301954W,ACRA,QUANTUM ELECTRONICS PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1973-10-19,1973-10-19,LOCAL,12,LORONG BAKAR BATU,05,05,na,348745,na,na,2008-01-31,2006-11-30,46411,na,na,na,na,na,13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197302203W,ACRA,QUADIO ELECTRONICS PTE LTD,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1973-11-24,1973-11-24,LOCAL,na,FULLERTON SQUARE,2,1,na,0104,na,na,1975-06-24,na,46900,na,na,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197302307R,ACRA,QUANTAT (PTE) LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1973-12-07,1973-12-07,LOCAL,100,JALAN SULTAN,08,03,SULTAN PLAZA,199001,na,na,1998-10-31,1997-06-30,46900,na,na,46100,na,na,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197400643W,ACRA,QUEEN TRADING ENTEPRISE (S) PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1974-04-09,1974-04-09,LOCAL,50,JALAN SULTAN,12,04,na,198974,na,na,1997-10-31,1996-06-30,46900,na,na,na,na,na,5,OCEAN CROSS TRADING ENTERPRISE (S),WELLINGTON COFFEE HOUSE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197400718H,ACRA,QUALITY FOOD (PTE) LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1974-04-24,1974-04-24,LOCAL,na,na,na,na,na,na,na,na,na,na,96099,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197401382K,ACRA,Q'S ADVERTISING PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,1974-07-31,1974-07-31,LOCAL,7,CHANGI SOUTH STREET 1,na,na,na,486791,na,na,2025-07-31,2024-07-31,73100,na,na,41009,na,na,12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197401487Z,ACRA,QUALITY INDUSTRIES PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1974-08-17,1974-08-17,LOCAL,650C,COMMONWEALTH DRIVE,na,na,na,0315,na,na,na,na,96099,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197401512K,ACRA,QUEK & SONS (PTE) LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1974-08-21,1974-08-21,LOCAL,50,MONK'S HILL ROAD,01,50,MONKS HILL FLAT,228576,na,na,2003-05-31,2017-08-01,64201,HOLDING COMPANIES,na,na,HOLDING COMPANIES,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197402005N,ACRA,QUEENSWAY EMPORIUM & SUPERMARK ET (PTE) LTD.,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1974-11-15,1974-11-15,LOCAL,712,ANG MO KIO AVENUE 6,04,4056,na,560712,na,na,2000-07-24,1999-03-23,47101,na,na,na,na,na,23,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197402109M,ACRA,QUANTAIS INTERNATIONAL PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Creditors Voluntary Winding Up,1974-11-30,1974-11-30,LOCAL,336,SMITH STREET,06,308,NEW BRIDGE CENTRE,050336,na,na,1994-09-11,1999-07-23,41009,na,na,na,na,na,9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197500103W,ACRA,QUALITY MARINE ENGINEERING PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1975-01-16,1975-01-16,LOCAL,122,TEMBELING ROAD,na,na,na,423621,na,na,1978-01-31,1976-10-28,31001,na,na,31002,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197500435C,ACRA,Q.S. (SINGAPORE) PTE. LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1975-03-19,1975-03-19,LOCAL,116,MIDDLE ROAD,08,01,ICB ENTERPRISE HOUSE,188972,na,na,1992-01-31,1990-12-31,46900,na,na,52222,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197500650C,ACRA,QUINS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1975-04-23,1975-04-23,LOCAL,141,MIDDLE ROAD,06,03,GSM BUILDING,188976,na,na,1986-09-03,1985-05-03,18112,na,na,na,na,na,9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197502166Z,ACRA,QURIC CORPORATION PRIVATE LIMTIED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1975-12-12,1975-12-12,LOCAL,25B,KRETA AYER ROAD,na,na,na,088993,na,na,2000-11-24,1999-07-24,46900,na,na,46307,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197502240D,ACRA,QUALITY KNITS PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1975-12-22,1975-12-22,LOCAL,10,DUNDEE ROAD,02,01,SETRON BUILDING,149455,na,na,1993-10-16,1992-06-15,13910,na,na,47711,na,na,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197600326H,ACRA,QHEANBEYAN DEVELOPMENTS PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1976-02-18,1976-02-18,LOCAL,30-35,BATTERY ROAD,na,na,na,0104,na,na,na,na,96099,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197600340H,ACRA,QUEK MARINE CONTRACTING SERVIC E (PRIVATE) LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1976-02-20,1976-02-20,LOCAL,496,UPPER SERANGOON ROAD,na,na,na,534523,na,na,na,na,96099,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197600517R,ACRA,QUATRE-BUILDER PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1976-03-13,1976-03-13,LOCAL,108,MIDDLE ROAD,07,01,BERNHARD SCHULTE HOUSE,188967,na,na,1995-07-09,na,28300,na,na,41009,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197600693H,ACRA,QUALITRON ELECTRONICS COMPANY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1976-04-03,1976-04-03,LOCAL,336,SMITH STREET,06,308,NEW BRIDGE CENTRE,050336,na,na,1987-10-24,na,27902,na,na,28300,na,na,13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197601168H,ACRA,QUADIMEX PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Struck Off,1976-06-08,1976-06-08,LOCAL,111,NORTH BRIDGE ROAD,07,23,PENINSULA PLAZA,179098,na,na,1990-01-31,1988-09-30,47722,na,na,46900,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197601555C,ACRA,QUARTRON COMPUTER PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1976-07-29,1976-07-29,LOCAL,20,MACTAGGART ROAD,07,02,MACTAGGART FOODLINK,368079,na,na,2004-12-11,2004-03-27,46900,na,na,47801,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197601928N,ACRA,QUEK GUAN SENG WINE MERCHANT PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1976-09-23,1976-09-23,LOCAL,36,NEWTON ROAD,03,23,HOTEL ROYAL,307964,na,na,2008-10-30,2007-08-02,47220,na,na,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197602260M,ACRA,"QUANTUM:FOOTE,CONE & BELDING ADVERTISING PTE LTD",Local Company,na,Private Company Limited by Shares,na,Dissolved - Compulsory Winding Up (Insolvency),1976-11-12,1976-11-12,LOCAL,180,CECIL STREET,08,01,BANGKOK BANK BUILDING,069546,na,na,1986-07-01,na,70201,na,na,na,na,na,17,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197602329N,ACRA,QUALITY EXPRESS PRINTERS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1976-11-22,1976-11-22,LOCAL,70B,RAFFLES PLACE,na,na,na,0104,na,na,na,na,18114,"PUBLISHING PERIODICALS, BOOKS, MAGAZINE",na,58110,"PUBLISHING PERIODICALS, BOOKS, MAGAZINE",na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197700442H,ACRA,Q & F PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Compulsory Winding Up (Insolvency),1977-03-02,1977-03-02,LOCAL,9,PENANG ROAD,13,21,na,238459,na,na,1986-01-31,na,28300,na,na,na,na,na,9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197700629H,ACRA,QUINT M OVERSEAS PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1977-03-25,1977-03-25,LOCAL,275H,SELEGIE ROAD,na,na,na,188350,na,na,1982-06-13,na,46900,na,na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197701031D,ACRA,QUAD SERVICES (PTE) LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1977-05-16,1977-05-16,LOCAL,2701,ANSON ROAD,na,na,na,0207,na,na,na,na,46100,na,na,46900,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197701058E,ACRA,QUALITY ALUMINIUM ASSOCIATES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1977-05-19,1977-05-19,LOCAL,NO 3,LORONG 14 GEYLANG,na,na,na,398915,na,na,2011-01-31,2010-01-27,41001,CONTRACTORS FOR ALUMINIUM,na,43305,CONTRACTORS FOR ALUMINIUM,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197701144D,ACRA,QUALITY DECOR PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1977-05-30,1977-05-30,LOCAL,112,MIDDLE ROAD,06,03,MIDLAND HOUSE,188970,na,na,1988-05-07,na,46431,na,na,46432,na,na,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197701158Z,ACRA,Q-WAA INTERNATIONAL TRADING (S ) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1977-05-31,1977-05-31,LOCAL,na,KALLANG JUNCTION,1,na,na,1233,na,na,1983-01-31,1981-11-12,46900,na,na,46100,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197701717E,ACRA,QUALITY STAINLESS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,In Liquidation - Creditors voluntary winding up,1977-08-06,1977-08-06,LOCAL,56,SENOKO ROAD,na,na,WOODLANDS EAST INDUSTRIAL ESTATE,758120,na,na,2004-07-31,2003-04-09,41009,na,na,46434,na,na,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197701837E,ACRA,QUEEN BEE LOUNGE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1977-08-20,1977-08-20,LOCAL,462A,NEW BRIDGE ROAD,na,na,na,0105,na,na,na,na,56111,na,na,56112,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197702060G,ACRA,QUICK BAGGAGE TRANSPORT & TRAVEL SERVICE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1977-09-23,1977-09-23,LOCAL,287B,JURONG EAST STREET 21,18,332,na,602287,na,na,2013-07-09,2012-03-09,52292,na,na,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197702315C,ACRA,QUORUM PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1977-10-28,1977-10-28,LOCAL,32B,KEONG SAIK ROAD,na,na,na,089139,na,na,2009-07-29,2008-04-08,70201,na,na,na,na,na,9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197702525D,ACRA,QUINCE'S GENERAL SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Compulsory Winding Up (Insolvency),1977-11-22,1977-11-22,LOCAL,6,JALAN AMPAS,03,01,THE VIRIDIAN,329507,na,na,1995-10-30,na,46610,na,na,71126,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197800084G,ACRA,QUEK KANG LIM CONSTRUCTION CO. (PTE) LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1978-01-12,1978-01-12,LOCAL,154,YISHUN STREET 11,04,80,na,760154,na,na,2014-10-29,2013-07-05,41009,na,na,na,na,na,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197800134W,ACRA,QUATARI (SINGAPORE) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1978-01-20,1978-01-20,LOCAL,9,BATTERY ROAD,13,10,MYP CENTRE,049910,na,na,1989-07-23,2001-01-31,31002,REAL ESTATE MANAGEMENT & MAINTENANCE NEC,na,68101,REAL ESTATE MANAGEMENT & MAINTENANCE NEC,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197801066Z,ACRA,QUALITY WOOD PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1978-05-11,1978-05-11,LOCAL,7500A,BEACH ROAD,28,311,THE PLAZA,199591,na,na,2002-01-31,2017-08-11,46631,na,na,na,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197801128E,ACRA,QUEENA'S FOOD SYSTEM PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1978-05-19,1978-05-19,LOCAL,527B,PASIR RIS STREET 51,03,723,COSTA RIS,512527,na,na,2006-07-31,2005-04-12,56111,na,na,46900,na,na,6,RED SPARTAN MARKETING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197802208K,ACRA,QILU OVERSEAS CONSTRUCTION (S) PTE LTD,Local Company,na,Private Company Limited by Shares,na,Struck Off,1978-08-30,1978-08-30,LOCAL,47,HILL STREET,06,04A,na,179365,na,na,2001-01-31,1999-11-30,41009,na,na,46900,na,na,15,CHUANDA INTERNATIONAL,KIRARA INDUSTRADE & DEVELOPMENT,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197802569C,ACRA,QUEENSWAY ELECTRICAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1978-10-06,1978-10-06,LOCAL,1,QUEENSWAY,01,41,QUEENSWAY SHOPPING CENTRE/QUEENSWAY TOWER,149053,na,na,na,na,47535,na,na,96099,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197802857K,ACRA,QUEENBEE PREFERENTIAL CARD (PTE) LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1978-11-08,1978-11-08,LOCAL,188,BOON LAY PLACE,na,na,na,2264,na,na,na,na,73100,na,na,18112,na,na,27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197802881D,ACRA,QUEST PETROLEUM (SINGAPORE) PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1978-11-09,1978-11-09,LOCAL,79,ANSON ROAD,07,03,na,079906,na,na,2002-10-31,na,71126,"CONSULTANCY SERVICE, MINING",na,70201,"CONSULTANCY SERVICE, MINING",na,16,DEXIM,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197802932E,ACRA,QUALITY CARTRIDGE MFG PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1978-11-15,1978-11-15,LOCAL,10,UBI CRESCENT,05,61,UBI TECHPARK,408564,na,na,2003-10-22,na,58120,na,na,63119,na,na,21,SUNBASE SOLUTIONS (S),DP-AIS INFONET,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197803076E,ACRA,QUIN SINN ENGINEERING PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Compulsory Winding Up (Insolvency),1978-11-28,1978-11-28,LOCAL,190,MIDDLE ROAD,16,03,FORTUNE CENTRE,188979,na,na,1990-12-15,1989-08-14,28224,na,na,46441,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197803292R,ACRA,QUARRYING & MINING PTE LTD,Local Company,na,Private Company Limited by Shares,na,Struck Off,1978-12-18,1978-12-18,LOCAL,2110,SCOTTS ROAD,na,na,na,0922,na,na,1983-01-14,1981-09-29,71126,na,na,71113,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197803366R,ACRA,QUEEN'S HOTEL INTERNATIONAL PTE LTD,Local Company,na,Private Company Limited by Shares,na,Live Company,1978-12-27,1978-12-27,LOCAL,271,BUKIT TIMAH ROAD,04,13,BALMORAL PLAZA,259708,na,na,2025-10-31,2024-10-31,64202,na,na,na,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197900237H,ACRA,Q.B. FOOD TRADING PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,1979-01-25,1979-01-25,LOCAL,8,CHIN BEE CRESCENT,na,na,na,619893,na,na,2025-07-31,2024-09-17,46302,WHOLES FOODSTUFFS NEC,na,10109,WHOLES FOODSTUFFS NEC,na,27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197900244H,ACRA,QUALIBUILT PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1979-01-26,1979-01-26,LOCAL,73,BUKIT TIMAH ROAD,02,01,REX HOUSE,229832,na,na,1989-08-14,1988-04-14,41009,na,na,na,na,na,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197900388W,ACRA,QUEBEC (PTE) LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1979-02-14,1979-02-14,LOCAL,585,NORTH BRIDGE ROAD,11,07,RAFFLES HOSPITAL,188770,na,na,1985-12-19,1984-08-18,26129,na,na,27501,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
197901427C,ACRA,QUALITY TYPESETTING (PTE) LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1979-05-23,1979-05-23,LOCAL,52A,TELOK AYER STREET,na,na,na,048442,na,na,1984-01-31,1982-11-06,58110,"PUBLISHING PERIODICALS, BOOKS, MAGAZINE",na,na,"PUBLISHING PERIODICALS, BOOKS, MAGAZINE",na,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
