uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
198404263R,ACRA,XIN HUI TRADING PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1984-12-11,1984-12-11,LOCAL,710,LORONG 3 GEYLANG,na,na,na,389056,na,na,2013-07-09,2012-03-12,46100,na,na,46900,na,na,9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198500254M,ACRA,XUAN MIN INVESTMENT PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1985-01-30,1985-01-30,LOCAL,149,ROCHOR ROAD,05,07,FU LU SHOU COMPLEX,188425,na,na,2009-01-31,2008-01-16,64201,HOLDING COMPANIES,na,68101,HOLDING COMPANIES,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198500680E,ACRA,XIN-XIA INVESTMENT (S) PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1985-03-23,1985-03-23,LOCAL,50,JALAN SULTAN,20,04,na,198974,na,na,1996-01-27,1994-09-27,46100,na,na,na,na,na,4,XIN - XIA FORWARDERS & TRADING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198501055K,ACRA,X'PAN SALES PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1985-05-08,1985-05-08,LOCAL,209,HENDERSON ROAD,03,02,HENDERSON INDUSTRIAL PARK,159551,na,na,2021-03-31,2020-03-27,46100,COMMISSION AGENT,na,96099,COMMISSION AGENT,na,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198600124D,ACRA,XIANG QIAN BUILDING & CIVIL ENGINEERING CONTRACTOR PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1986-01-17,1986-01-17,LOCAL,42,BEDOK WALK,na,na,na,469143,na,na,2008-10-31,2007-07-23,41009,na,na,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198600157N,ACRA,XING SHENG INVESTMENTS PTE LTD,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1986-01-22,1986-01-22,LOCAL,2,SHENTON WAY,06,24,SGX CENTRE I,068804,na,na,1989-01-31,1987-10-20,64201,HOLDING COMPANIES,na,na,HOLDING COMPANIES,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198600307Z,ACRA,XIN ZHONG GUO RESTAURANT (S) PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1986-02-08,1986-02-08,LOCAL,80,MARINE PARADE ROAD,01,58,PARKWAY PARADE,449269,na,na,na,na,93203,na,na,na,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198600504R,ACRA,XXI CENTURY CAPITAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1986-03-12,1986-03-12,LOCAL,291,OCEAN DRIVE,14,14,THE OCEANFRONT @ SENTOSA COVE,098532,na,na,2023-05-22,2022-01-25,64202,na,na,46100,na,na,10,MITHOBA,CIRCLE OF CHAMPIONS,ONECAP ASIA,ONECARE ASIA (S),MODEL'S PERSONAL DEVELOPMENT ACADEMY,HANKUG DINING HOUSE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198601002W,ACRA,XPRESS PRINT (PTE) LTD,Local Company,na,Private Company Limited by Shares,na,Live Company,1986-05-16,1986-05-16,LOCAL,61,TAI SENG AVENUE,03,03,PRINT MEDIA HUB @ PAYA LEBAR IPARK,534167,na,na,2026-02-28,2025-02-28,18112,"GENERAL PRINTING, INTEGRATED PRINT SOLUTIONS, GLOBAL DISTRIBUTION AND DELIVERY",na,73100,"GENERAL PRINTING, INTEGRATED PRINT SOLUTIONS, GLOBAL DISTRIBUTION AND DELIVERY",na,38,THORENPRINT,THOREN INSTANT PRINTERS (S),na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198601158C,ACRA,XIANGDAH TRADING PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1986-06-04,1986-06-04,LOCAL,21,TAN QUEE LAN STREET,02,01,HERITAGE PLACE,188108,na,na,2006-05-05,2005-08-13,46900,na,na,46100,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198601365K,ACRA,XIN ZHONG CHENG TRADING PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1986-07-03,1986-07-03,LOCAL,21,ENG KONG TERRACE,na,na,ENG KONG PARK,598993,na,na,1992-09-15,1994-11-10,46900,na,na,46100,na,na,9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198601641E,ACRA,XO FOOD CONCEPTZ PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1986-08-06,1986-08-06,LOCAL,72,HOUGANG AVENUE 7,07,10,THE FLORIDA,538805,na,na,2024-05-31,2023-01-29,56122,na,na,na,na,na,12,JOB AND JOBS,AVS DOTNET,PRISMA GRAPHIC SYSTEMS,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198602212R,ACRA,XIONG SHI TRADING PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1986-10-10,1986-10-10,LOCAL,336,SMITH STREET,06,308,NEW BRIDGE CENTRE,050336,na,na,1988-05-11,1996-12-19,46641,na,na,46461,na,na,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198602479W,ACRA,XIN ZHANG JIANG HOLDINGS PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,1986-11-07,1986-11-07,LOCAL,101,UPPER CROSS STREET,03,32,PEOPLE'S PARK CENTRE,058357,na,na,2026-01-31,2024-11-17,64201,HOLDING COMPANIES,na,na,HOLDING COMPANIES,na,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198700298N,ACRA,XL INVESTMENTS PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,1987-02-05,1987-02-05,LOCAL,140,PAYA LEBAR ROAD,05,08,AZ @ PAYA LEBAR,409015,na,na,2025-07-31,2024-07-25,64201,HOLDING COMPANIES,na,na,HOLDING COMPANIES,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198700668N,ACRA,XING HUA CUN RESTAURANT PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1987-03-14,1987-03-14,LOCAL,5001,BEACH ROAD,06,11,na,199588,na,na,1996-05-19,1995-01-18,56111,na,na,na,na,na,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198701538W,ACRA,XANTHUS THOROUGHBRED PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1987-06-03,1987-06-03,LOCAL,78,SOUTH BRIDGE ROAD,05,00,TKH BUILDING,058708,na,na,1995-10-31,na,46411,na,na,15129,na,na,13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198701808D,ACRA,XING BIAO INVESTMENT PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1987-06-25,1987-06-25,LOCAL,59A,NEIL ROAD,na,na,na,088894,na,na,2003-01-03,2001-09-17,64201,HOLDING COMPANIES,na,na,HOLDING COMPANIES,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198702061D,ACRA,XORIAN TECHNOLOGIES PTE LTD,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1987-07-15,1987-07-15,LOCAL,180,CECIL STREET,09,02,BANGKOK BANK BUILDING,069546,na,na,1998-09-26,1997-05-26,62011,na,na,na,na,na,13,H G S INVESTMENT,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198702624M,ACRA,XIN HORNG MARINE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1987-08-27,1987-08-27,LOCAL,2,HAVELOCK ROAD,07,07,HAVELOCK2,059763,na,na,2000-05-12,1999-01-11,46306,WHOLES FOODSTUFFS NEC,na,46100,WHOLES FOODSTUFFS NEC,na,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198702820W,ACRA,XIN FONG CHENG MACHINERY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1987-09-11,1987-09-11,LOCAL,4,DEFU LANE 3,na,na,DEFU INDUSTRIAL PARK A,539439,na,na,2003-12-13,2002-08-12,47314,na,na,95301,na,na,7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198703034N,ACRA,XIE INTERNATIONAL INVESTMENTS PTE LTD,Local Company,na,Private Company Limited by Shares,na,Struck Off,1987-09-29,1987-09-29,LOCAL,138,CECIL STREET,14,01B,CECIL COURT,069538,na,na,2000-01-10,1998-09-10,46303,na,na,46900,na,na,10,SUMMA SURYA INTERNATIONAL,CALCA TRADING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198703769H,ACRA,XIE YI CONSTRUCTION PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1987-12-01,1987-12-01,LOCAL,50,CHIN SWEE ROAD,10,03B,THONG CHAI BUILDING,169874,na,na,1989-07-02,2010-05-19,41009,na,na,81211,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198801468E,ACRA,XPEDITE SYSTEMS PTE LTD,Local Company,na,Private Company Limited by Shares,na,Amalgamated,1988-05-10,1988-05-10,LOCAL,808,FRENCH ROAD,06,157,KITCHENER COMPLEX,200808,na,na,2017-10-01,2016-05-31,61011,TELECOMMUNICATION SERVICES,na,na,TELECOMMUNICATION SERVICES,na,34,PREMIERE INFORMATION SYSTEMS,XPEDITE GLOBAL COMMUNICATIONS,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198801484G,ACRA,XIN CHANG HOLDINGS PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1988-05-11,1988-05-11,LOCAL,315,OUTRAM ROAD,09,01,TAN BOON LIAT BUILDING,169074,na,na,2009-01-31,2008-01-10,64201,INVESTMENT COMPANIES,na,na,INVESTMENT COMPANIES,na,7,CONSORT INVESTMENT,KAN UNITED TRADING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198803036Z,ACRA,X.S. MARKETING PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1988-08-25,1988-08-25,LOCAL,138,CECIL STREET,14,01B,CECIL COURT,069538,na,na,2004-10-31,2003-08-07,71111,CONSTRUCTION PROJECT MANAGEMENT SERVICES,na,47711,CONSTRUCTION PROJECT MANAGEMENT SERVICES,na,5,TPS PROJECT PROPERTY SERVICES,PAN-BATAM CREDIT,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198803342M,ACRA,XEPHYR ENGINEERING PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1988-09-16,1988-09-16,LOCAL,203A,LAVENDER STREET,na,na,na,338763,na,na,2005-08-22,2004-04-28,28300,na,na,43210,na,na,8,XEPHYR HEALTH SPA,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198803392R,ACRA,XIN XIANG ENTERPRISES PTE LTD,Local Company,na,Private Company Limited by Shares,na,Struck Off,1988-09-21,1988-09-21,LOCAL,150,SOUTH BRIDGE ROAD,06,04B,FOOK HAI BUILDING,058727,na,na,2002-05-31,na,46900,GENERAL TRADING,na,na,GENERAL TRADING,na,21,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198803514E,ACRA,XIAN FENG TRADING CO PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1988-09-29,1988-09-29,LOCAL,3,SHENTON WAY,10,08,SHENTON HOUSE,068805,na,na,2013-01-31,2011-11-30,46900,na,na,46100,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198804213G,ACRA,XING WANG JI ROASTED MEAT WHOLESALE PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,1988-11-19,1988-11-19,LOCAL,3015,BEDOK NORTH STREET 5,02,04,SHIMEI EAST KITCHEN,486350,na,na,2010-01-28,2008-10-21,10104,PROCESSING OF ROASTED AND BARBEQUED MEAT AND ALL KINDS OF FOODSTUFFS,na,47219,PROCESSING OF ROASTED AND BARBEQUED MEAT AND ALL KINDS OF FOODSTUFFS,na,13,MOH HUAI VIDEO & TRADING,WAH SEN VIDEO,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198804361D,ACRA,XIE CHEN INVESTMENT PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1988-11-30,1988-11-30,LOCAL,737,MOUNTBATTEN ROAD,na,na,MOUNTBATTEN LIGHTS,437747,na,na,2003-01-31,2001-12-31,64201,HOLDING COMPANIES,na,na,HOLDING COMPANIES,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198804621R,ACRA,XENDRAL TRADING PTE LTD,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1988-12-16,1988-12-16,LOCAL,16,RAFFLES QUAY,23,01,HONG LEONG BUILDING,048581,na,na,1994-08-08,1993-04-08,46900,na,na,46100,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198804676N,ACRA,XIN HUAPU INTERNATIONAL PTE LTD,Local Company,na,Private Company Limited by Shares,na,Struck Off,1988-12-21,1988-12-21,LOCAL,117,JALAN SULTAN,na,na,na,199007,na,na,2001-08-13,2000-04-13,46900,na,na,na,na,na,9,TAIICHI CONSTRUCTION,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198900085G,ACRA,XEUTHE TRADING PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1989-01-09,1989-01-09,LOCAL,10,HOE CHIANG ROAD,17,02,KEPPEL SOUTH CENTRAL,089315,na,na,1996-05-24,1995-01-23,46900,na,na,46100,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198900279G,ACRA,XING HUA NON-FERROUS METALS PTE LTD,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1989-01-23,1989-01-23,LOCAL,5,SHENTON WAY,16,11,UIC BUILDING,068808,na,na,2003-08-02,2002-04-02,24310,na,na,28221,na,na,18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198900409G,ACRA,XPO CONSULTANT SERVICES (S) PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1989-02-01,1989-02-01,LOCAL,5001,BEACH ROAD,03,97E,na,199588,na,na,2004-05-11,2003-02-07,82301,na,na,73100,na,na,9,XPO CONSULTANT SERVICES,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198900442C,ACRA,XIE SHI TRADING PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1989-02-02,1989-02-02,LOCAL,2,BALESTIER ROAD,04,679,BALESTIER HILL SHOPPING CENTRE,320002,na,na,1998-01-31,1996-10-04,25939,na,na,46632,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198900713W,ACRA,XXVI INTERNATIONAL CONGRESS OF OPHTHALMOLOGY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1989-02-23,1989-02-23,LOCAL,9,BATTERY ROAD,17,08,MYP CENTRE,049910,na,na,1991-12-23,1990-08-22,72109,RESEARCH & SCIENTIFIC TEACHING INSTITUTES,na,72109,RESEARCH & SCIENTIFIC TEACHING INSTITUTES,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198900969R,ACRA,XONNA ENGRG. PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1989-03-11,1989-03-11,LOCAL,63,CIRCUIT ROAD,01,267,MACPHERSON GARDEN,370063,na,na,2011-05-25,2010-03-01,46900,BIZ OF LETTING OF PREMISES.,na,na,BIZ OF LETTING OF PREMISES.,na,7,GESAL PHOTOLAB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198901345R,ACRA,XIHE INVESTMENT PTE LTD,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1989-04-07,1989-04-07,LOCAL,1,PLAYFAIR ROAD,na,na,na,367981,na,na,2021-05-31,2020-02-11,64202,PURCHASING AGENTS,na,na,PURCHASING AGENTS,na,21,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198902928G,ACRA,XYSTEM XECURITY PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1989-07-19,1989-07-19,LOCAL,9,PENANG ROAD,13,21,na,238459,na,na,1999-01-19,1997-09-19,62023,MANUF/REPAIR COMPUTERS & DATA PROCESS EQUIP,na,26201,MANUF/REPAIR COMPUTERS & DATA PROCESS EQUIP,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198903098C,ACRA,XY TRADELINES PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1989-07-28,1989-07-28,LOCAL,23,HOLLAND HILL,01,08,HOLLAND PEAK,278739,na,na,2003-01-31,na,46900,na,na,na,na,na,9,AWOKS CONTRACTS,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198903356M,ACRA,XI-TEC PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1989-08-12,1989-08-12,LOCAL,36,ROBINSON ROAD,05,01,CITY HOUSE,068877,na,na,1993-08-13,na,46900,na,na,46100,na,na,12,XICAB,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198903420D,ACRA,X-TENSION MARKETING PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,1989-08-17,1989-08-17,LOCAL,5,ANG MO KIO INDUSTRIAL PARK 2A,06,13,AMK TECH II,567760,na,na,2026-01-30,2025-01-27,46900,"IMPORTER,EXPORTER,WHOLES,RETAILER OF CHILDREN & INFANT'S WEAR ACCESSORIES",na,46412,"IMPORTER,EXPORTER,WHOLES,RETAILER OF CHILDREN & INFANT'S WEAR ACCESSORIES",na,17,TOPSIDE TECHNOLOGY & MARKETING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198904068Z,ACRA,XTRA INTERNATIONAL (SINGAPORE) PTE LTD,Local Company,na,Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1989-09-22,1989-09-22,LOCAL,8,SHENTON WAY,39,06,SKYWATERS RESIDENCES,068811,na,na,2000-08-14,1999-04-14,77392,PROCESSING AND CANVASSING OF ORDERS FOR CONTAINER RENTALS,na,77330,PROCESSING AND CANVASSING OF ORDERS FOR CONTAINER RENTALS,na,10,MATSON LEASING COMPANY (SINGAPORE),na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198904081H,ACRA,XING YUE TRADING & SHIPPING (S) PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1989-09-23,1989-09-23,LOCAL,6001,BEACH ROAD,13,01,GOLDEN MILE TOWER,199589,na,na,2005-07-31,2004-04-29,50021,na,na,na,na,na,10,TUNG CHENG TRADING & SHIPPING,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198904353R,ACRA,XTRA DESIGNS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,1989-10-07,1989-10-07,LOCAL,6,RAFFLES BOULEVARD,02,240,MARINA SQUARE,039594,na,na,2025-07-31,2024-07-29,46439,na,na,43301,na,na,16,X-TRA DESIGNS,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
198904946D,ACRA,XIN TAI KTV KARAOKE LOUNGE & NIGHT-CLUB PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1989-11-11,1989-11-11,LOCAL,5,KOEK ROAD,B2,20,CUPPAGE PLAZA,228796,na,na,1991-06-11,na,93203,na,na,na,na,na,13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199000518R,ACRA,X'PAN TRADING PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,1990-02-02,1990-02-02,LOCAL,209,HENDERSON ROAD,01,02,HENDERSON INDUSTRIAL PARK,159551,na,na,2026-03-31,2025-03-04,46416,na,na,na,na,na,17,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199001496W,ACRA,XYLLYX VIEWDATA TERMINALS PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Dissolved - Members Voluntary Winding Up,1990-03-30,1990-03-30,LOCAL,11,DUXTON HILL,na,na,na,089595,na,na,2000-01-31,1998-11-02,26400,na,na,na,na,na,9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199001831E,ACRA,X.25 SYSTEMS PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1990-04-18,1990-04-18,LOCAL,6,KAKI BUKIT AVENUE 1,01,01,na,417940,na,na,1997-08-31,1996-04-30,26201,MANUF/REPAIR COMPUTERS & DATA PROCESS EQUIP,na,26202,MANUF/REPAIR COMPUTERS & DATA PROCESS EQUIP,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199002021M,ACRA,XIHE HOLDINGS (PTE) LTD,Local Company,na,Exempt Private Company Limited by Shares,na,In Liquidation - Compulsory Winding Up (Insolvency),1990-04-28,1990-04-28,LOCAL,8,MARINA VIEW,40,04/05,ASIA SQUARE TOWER 1,018960,na,na,2020-07-31,2019-06-07,64202,INVESTMENT HOLDING COMPANY,na,na,INVESTMENT HOLDING COMPANY,na,23,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199002467G,ACRA,XUAN INN SEAFOOD RESTAURANT PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,1990-05-23,1990-05-23,LOCAL,425,CLEMENTI AVENUE 1,16,291,CASA CLEMENTI,120425,na,na,2026-02-28,2024-11-09,56111,na,na,na,na,na,12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199002966H,ACRA,XIN XIN PACKAGING PTE LTD,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,1990-06-16,1990-06-16,LOCAL,16,PENJURU CLOSE,na,na,na,608612,na,na,2002-10-01,na,18112,na,na,46900,na,na,11,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199003372G,ACRA,X FACTOR PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,1990-07-11,1990-07-11,LOCAL,623,ALJUNIED ROAD,05,01,ALJUNIED INDUSTRIAL COMPLEX,389835,na,na,2025-07-31,2024-06-24,46900,na,na,46513,na,na,7,DUFU,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199003651N,ACRA,XIN HUI SHIPPING (PTE) LTD,Local Company,na,Private Company Limited by Shares,na,Live Company,1990-07-27,1990-07-27,LOCAL,8,MARINA VIEW,40,04/05,ASIA SQUARE TOWER 1,018960,na,na,2020-07-31,2019-06-07,52225,na,na,50022,na,na,24,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199003653R,ACRA,XIN KANG SHIPPING (PTE) LTD,Local Company,na,Private Company Limited by Shares,na,In Liquidation - Members voluntary winding up,1990-07-27,1990-07-27,LOCAL,8,MARINA VIEW,40,04/05,ASIA SQUARE TOWER 1,018960,na,na,2020-07-31,2019-06-07,50021,SHIP & BOAT LEASING (INCL CHARTERING),na,50022,SHIP & BOAT LEASING (INCL CHARTERING),na,25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199003657Z,ACRA,XIN DUN SHIPPING (PTE) LTD,Local Company,na,Private Company Limited by Shares,na,In Liquidation - Creditors voluntary winding up,1990-07-27,1990-07-27,LOCAL,8,MARINA VIEW,40,04/05,ASIA SQUARE TOWER 1,018960,na,na,2020-07-31,2019-06-07,50021,SHIP & BOAT LEASING (INCL CHARTERING),na,50022,SHIP & BOAT LEASING (INCL CHARTERING),na,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199003658K,ACRA,XIN GUANG SHIPPING (PTE) LTD,Local Company,na,Private Company Limited by Shares,na,In Liquidation - Creditors voluntary winding up,1990-07-27,1990-07-27,LOCAL,8,MARINA VIEW,40,04/05,ASIA SQUARE TOWER 1,018960,na,na,2020-07-31,2019-06-07,50021,SHIP & BOAT LEASING (INCL CHARTERING),na,50022,SHIP & BOAT LEASING (INCL CHARTERING),na,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
199003659C,ACRA,XIN CHUN SHIPPING (PTE) LTD,Local Company,na,Private Company Limited by Shares,na,In Liquidation - Creditors voluntary winding up,1990-07-27,1990-07-27,LOCAL,8,MARINA VIEW,40,04/05,ASIA SQUARE TOWER 1,018960,na,na,2020-07-31,2019-06-07,50021,SHIP & BOAT LEASING (INCL CHARTERING),na,50022,SHIP & BOAT LEASING (INCL CHARTERING),na,24,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
